,full_text,sentiment
1522,aku kemarin pertama kali coba naik mrt!!! sekarang udah tau cara naiknya gimana HAHAHA dan baru tau ternyata di mrt gabole ngobrol walaupun bisik2???,positif
1523,Komisi B DPRD Provinsi DKI Jakarta mendorong Pemprov untuk meningkatkan fasilitas penunjang di tengah rencana integrasi satu tarif MRT LRT Transjakarta pada layanan JakLingo.,netral
1524,Ramaikan MRT Day Pinhome Sediakan Jasa Relaksasi Pijat Gratis Bagi Pengguna MRT,netral
1525,Jajaran Komisi B DPRD DKI Jakarta melaksanakan kunjungan untuk melihat langsung pelaksanaan pembangunan MRT Fase 2 di kawasan Bundaran HI Senin (28/3). Komisi B mengingatkan agar  berhati-hati dalam melangsungkan pembebasan lahan.,netral
1526,demi apapun mau naek krl trus di sambung naik TJ udah nya naik MRT asli asliiiiii,positif
1527,konser yg diselenggarakan di gbk mending nih yaa mending bgt penontonnya diimbau agar naik transjakarta atau mrt aja supaya ga macet hehe,positif
1528,MRT MANAAAAA DONGGGGG,netral
1529,Dari dulu memang kalau mau punya rumah banyak banget aku syaratnya. 1. Ada fasilitas kendaraan umum dan dekat itu diluar grab dan gojek ya seperti KRL bus MRT LRT. Karena pakai mobil terus ya boros. 2. Lingkungan bagus air bersih. 3. Terdapat sekolah bagus untuk anak.,netral
1530,Mrt adanya dimana sih?,netral
1531,Salah satu akun IG soal lari-larian lagi share rute lari berikut restoran/jajanan di sekitar stasiun MRT Dukuh Atas/Bundaran HI. Jadi ceritanya start lari dari salah satu stasiun MRT muterin sekitaran Menteng setelah lari jajan lalu lanjut pulang pake MRT lagi.,netral
1532,Saya itu sampai mikir apa ibu-ibu bapak-bapak itu cuma bisa pakai mobil? Kan ada MRT KRL TJ OJOL?,netral
1533,Feels weird ya di mrt udah bisa duduk samping-sampingan sama orang lain kek aku masih tatut,negatif
1534,Pengen gitu gramedia date museum date taman date mrt date piknik date lucu gitu tapi lagi lagi pengen doang ga kesampaian mulu hiks,negatif
1535,review wfo: lovely jadi kyk mbak-mbak yg di tiktok enak naik mrt cepat praktis jalan dikit berasa jalan pagi lebih fokus produktif TAPI ini semua baru pertama kali yaa jadi bisa aja cuman euforia hari pertama xixi,positif
1536,Kayaknya pulang ke Kalibata dari Gandaria lebih proper kalau naik via MRT Blok M daripada via stasiun Commuter Line Kebayoran,netral
1537,besok aku sok ngide mau ke perpusnas sendiri enak naik busway atau MRT yak..,netral
1538,Gila di MRT ada yg mirip Lesti Kejora. Masa iya dia? Wkwkwk,positif
1539,goncangan pembangunan mrt depan kantor kencengnya kayak gempa,negatif
1540,Stasiun mrt apa yg suka nanyain sifat orang? Stasiun Is Tora Mandiri?,netral
1541,Ga di WA ga di DM tuh chat yg masuk cuma nanya rute. kalo dari BlokM ke Tangerang gimana ya? Lu naik MRT turun Senayan depan FX lanjut busway T11 Poris Plawad depan GBK. Okay.,netral
1542,seru sih kalo misalnya di Halte Transjakarta / Stasiun MRT / CommuterLine ada nih jadi ciri khas kalo naik transportasi umum,positif
1543,Komisi B Ingatkan Pembangunan MRT Fase 2 Harus Sesuai Aturan,netral
1544,ktm kita tuh bisa dipake buat krl/mrt ga?,netral
1545,Security dalam kereta mrt gak bisa menandingi kekuatan rombongan ibu-ibu senam. Udah disuruh diam tetap aja ibu-ibu ini pada ngomong hahaha,netral
1546,Terlalu banyak gimmick. Mendingan munculin dulu signal kalian di jalur bawah tanah MRT Jakarta.,negatif
1547,Tapi aku suka banget qris ️ no hassle no issue. Bisa pake semua aplikasi??? Sumpah canggih bener tinggal mrt/krl/busway pake contactless udah jadi deh futuristik. Yuk BI bisa yuk,positif
1548,Jaman MRT masih angan-angan,netral
1549,"Mungkin inilah potret Ibukota jika seluruh warganya menggunakan transportasi umum sehingga langit bersih di Jakarta. Foto diambil Pada Kamis 28 April 2022 . Fatmawati MRT Station, South Jakarta",netral
1550,Berharapnya kantor kasih THR malah dapet surat PHK. Hidup benaran ga bisa ditebak. Siapapun yang buang kartu ini di MRT gue nangis kejer woi!,negatif
1551,Penampakan gunung gede dan salak dari stasium mrt blok di pagi hari,netral
1552,Pagi-pagi naik Mrt udah eror penunjuk jalannya. Harusnya redhill malah city hall. Pada terperanjat semua. 2 kali mengalami eror kayak gini. Mau ke wet market saja dapat kejutan gini.,negatif
1553,Sobat BRI Kartu BRIZZI bisa digunakan untuk Pembayaran di Gerbang Tol Bayar parkir Pembayaran tiket ASDP dan Pembayaran transportasi umum seperti KRL MRT dan Transjakarta. BRIZZI bisa di top up melalui BRImo.,netral
1554,Informasi Tarif MRT Jakarta Daftar Stasiun MRT Jakarta,netral
1555,Ada yang liat Ninja ini juga di sekitar MRT?,netral
1556,Teman MRT ini waktu yang tepat untuk kamu jelajahi Jakarta! Banyak pusat perbelanjaan dengan berbagai penawaran menarik di libur lebaran kali ini yang bisa kamu kunjungi dengan naik MRT. Cek info selengkapnya dan selamat ya!,positif
1557,Motivasi booking hotel di daerah blok M: ada MRT ada Papaya fresh market ada Mbloc ada gultik ada Futago ya ada Lapo Batak ada Kopi Tuku,positif
1558,Waktu MRT baru banget jadi ingat pas pulang kerja sebelahan duduk sama Bapak-bapak Tionghoa sendirian pakai ID card Charoen Pokphand. Beliau ngajak ngobrol dan memuji betapa bagusnya MRT Jakarta beliau bilang sehari-hari tinggal di Singapore dan ini lagi singgah ke Jakarta. Clutchnya Louis Vuitton btw,positif
1559,Cashback kenapa lu gak bisa dipake di krl/mrt/transjakarta sih,negatif
1560,Padahal naik mrt dan krl duduk tapi knp pegel bgt nih kaki yawlah,negatif
1561,Suka keduanya sih lebih suka karakter sarah di series tapi karena lebih ngena dan kesalnya dapat kalau di movie terlalu hambar(?). Ada adegan di movie yang lebih ngena kalo di series kurang kayak adegan di MRT. Pas di MRT tuh ugggh kayak ngena banget daripda depan pengadilan,netral
1562,ini mrt aja udh gamau review dokumen knp yg mau submit pada semangat bgt,negatif
1563,Pengen bikin ads birthday hyun di mrt dari lebak bulus ke hi tapi ya saudara dari saya miskin jadi mimpi saja dulu,negatif
1564,Trus gw berharap bioskop di Blok M Plaza tuh di renovasi deh. At least bangunannya diperluas sayang loh mall udah nyambung ke MRT tapi bioskopnya masih pake studio lama.,positif
1565,berlagak beli makaroni boncabe gua kira gk pedas bgt eh ternyata aduh takut lambung gak kuat ya buang aja sudah,negatif
1566,Lanjuttttt naik MRT saja biar cepat,netral
1567,pusing-pusing habis lebaran keliling jakarta aja minum kopi sambil lihat mrt lewat di tokonoma.,netral
1568,PT Mass Rapid Transit (MRT) Jakarta kembali membuka lowongan kerja untuk lulusan minimal S-1.,netral
1569,"hampir ketinggalan mrt sendirian sumpah takut bgt, di new taipei lagi : ( kalau benar ketinggalan sendirian pasti sudah nangis sih",negatif
1570,baru tahu halte HI dan Sarinah hilang gara-gara MRT Fase 2 mau gak mau ke harmoni,netral
1571,"Bangga sekali dgn Proyek MRT Projek MRT not done clean. In your face people. Dukung dan bantu lagilah pemimpin yang korupsi. Sama-sama boleh korupsi masuk selokan. Sudah jelas diawal lagi bersinar, tapi masih buta mata dan buta hati.",negatif
1572,Beberapa catatan sepele tapi menarik (buat saya) di tahun 2022. Tahun ini serba pakai SSD (loncat malah ke NVMe) ️Naik MRT Jakarta ️Pakai HP dengan NFC &amp; USB type C Semoga konferensi  tahun ini bisa diadakan tatap muka agar bisa ke Eropa,netral
1573,Melihat itinerary liburan city tour keluargaku kayak tiap hari ini sih gua begini naik busway naik mrt nyebrang jembatan penyebrangan bedanya gak masuk museum aja,netral
1574,Going to art museum by MRT. Dengerin Chet Baker selama perjalanan. Holding hands. Keliling cari makanan bareng. Ke blok M cari vinyl record. I guess that's all,netral
1575,Sengaja naik MRT karena mager. Ada banyak tempat duduk untuk menunggu ini mbak-mbak cina bodoh bgt ya dekat-dekat gw kayak mau mencuri. Apa mereka lesbi? Wkwk,negatif
1576,Gagal terus Mabar sama Victor tidak dapat giliran terus wkwkwk,netral
1577,somehow jadi kangen naik krl di jabodetabek tapi jujur lebih nyamannn bgt naik mrt di taiwan sih mau pake baju apa aja tuh aman di sini at least di taipei sih,positif
1578,bisa buat naik mrt sama transjakarta gak?,netral
1579,Pembangunan Stasiun MRT Thamrin dan Monas saat ini mencapai progres 37%.,netral
1580,Hai Kak. Tersedia ya. Untuk parkir di stasiun MRT Lebak Bulus Grab sudah tersedia park and ride ya Kak. Terima kasih.,netral
1581,Hai Kak. Pertanggal 29 April-8 Mei '22 MRT Jakarta beroperasi mulai pukul 06:00 - 22:30 WIB dengan jarak antar kereta 10 menit. Kami himbau agar Kakak tiba lebih awal 30 menit dan pastikan Kakak sudah mengunduh aplikasi PeduliLindungi. Terima kasih.,netral
1582,Hai Kak. Tarif MRT dari Stasiun MRT Cipete Raya menuju Stasiun MRT Bundaran HI yaitu Rp11.000. Pastikan jumlah saldo minimal Rp14.000 ya Kak. Untuk informasi lebih detail mengenai tarif MRT Jakarta silakan kunjungi website  Terima kasih,netral
1583,Harga Tiket MRT Jakarta Terbaru Dari Tiap Stasiun,netral
1584,PERHATIAN Dunia Upside Down udah dibuka di terowongan MRT Jakarta. Untuk warga yang budiman selamat merasakan momen Jangan lupa share foto/videonya sambil mention aku ya.,netral
1585,"belajar di mrt soalnya kemarin malam ketiduran, semoga nanti soalnya mudah",netral
1586,guys ini di Cawang ada MRT emang ya? atau salah gambarnya?,netral
1587,Tapi kartu xl gue lancar-lancar aja walaupun hidup di perbatasn provinsi depok-jakarta timur kecuali kalau lagi naik MRT gue mati gaya banget anying xl langsung no service,negatif
1588,MAU NONTON MV DREAM TAPI GUA MASI DI MRT GA BAWA EARPHONE,netral
1589,Dunia Upside Down udah dibuka di terowongan MRT Jakarta. Untuk warga yang budiman selamat merasakan momen,netral
1590,WKWKWKWKWKWKWKWK capek banget untung tidak terlanjur berubah jadi reog dalam mrt,positif
1591,Progres MRT Jakarta Fase 2A di Stasiun Thamrin dan Monas baru mencapai 37 73 persen per 25 April 2022. Perusahaan tengah menyiapkan proyek MRT Jakarta Fase 2B Fase 3 dan Fase 4. Cari tahu selengkapnya di,netral
1592,ngakak agensi apa mrt? cepat banget,positif
1593,ke mrt 39 ribu naik go ride. hhhfft mas-mas half day kerja di kantor jadi ga ada yg antar :(,negatif
1594,Duh bingung naik KRL atau MRT ya?,netral
1595,Dari dulu pengen MRT date belum kesampaian.,negatif
1596,Wisatawan di MRT ga habis-habis ya. Apa ga pada kerja???,netral
1597,selamat pagi admin  mau tanya untuk penggunaan kartu ketika ingin naik MRT apakah 1 kartu bisa digunakan untuk lebih dari 1 orang seperti busway atau hanya dapat digunakan untuk 1 orang saja seperti krl? terima kasih,netral
1598,Yallah... Untung moda transport umumku adalah MRT,positif
1599,ini kayanya dia begini agar dapat tempat duduk khusus di bis dan mrt,netral
1600,Setelah 2 tahun akhirnya naik mrt lagi,netral
1601,Baru liat gambar seramai apa stasiun manggarai. Untung gw kemana-mana naik MRT. Untung banget tinggal di daerah yang kebagian MRT. Dulu sebelum ada MRT ganti-gantian antara KRL/Transjakarta. Tapi sejak ada MRT sebisa mungkin manfaatin MRT,positif
1602,Pengen deh jalan-jalan sendirian dari 1 tempat ke tempat lain naik tj apa mrt gitu wkwkwk,positif
1603,kalau jadi ke impactnation gw sekalian photoshoot asuka di mrt,netral
1604,"bagaimana kalo Terminal Blok M dijadikan terminal AKAP (Antar Kota Antar Provinsi) premium terpadu, selagi ada TJ MRT pamor eksekutif dan eksklusif yang boleh berkumpul/duduk di Terminal ini. hanya sekadar usul. bagaimanaa??",netral
1605,Setahu saya pohon ditebang lalu ditanam ulang lebih banyak di Monas itu terkait Stasiun MRT sebagai bagian MRT Fase 2. Kalau Proyek MRT itu salah ayo kita gugat semua pihak yang membuat proyek ini berjalan dan masih terus berjalan.,negatif
1606,Ada india menangis-nangis dalam mrt.,negatif
1607,Tadi kumpul-kumpul di Plaza senayan parkir di summitmas jadi jalan di trotoar dan motong lewat stasiun MRT. Sumpah sih rindu banget sama suasana perkotaan. Beda banget sama Tambun.,positif
1608,gais hari rabu aku mau jalan ke sarinah pakai krl/mrt/busway kira-kira ramai banget gak ya? lagi tanggal merah sih itu,netral
1609,Guys Rabu ini kan cuti. Gw planning mengajak Sina naik MRT. Rencananya naik dari blok M lalu turun di mall lain. Mall apa ya yg connect sama stasiun MRT tanpa harus jalan jauh selain Blok M?,netral
1610,Layanan Rute 5M : Kampung Melayu - Tanah Abang mengalami pengalihan rute dikarenakan adanya aktivitas pembangunan MRT disekitar Traffic Light Bank Indonesia. Sementara arah Tanah Abang tidak melewati bus stop Dana Reksa s/d Jembatan Serong.,netral
1611,gais kira-kira kalau hari rabu mau jalan-jalan di jkt naik busway/mrt/krl gitu ramai banget gak ya??,netral
1612,"Ini voice over MRT lagi eror atau bagaimana, daritadi tiap stasiun halo-halo hati-hati pintu mau ditutupnya krl vibes banget",negatif
1613,Pantauan kumparan di JPO Sudirman Senin (30/5) tepatnya di dekat Halte MRT Setiabudi mulai pukul 18.22 hingga 20.22 WIB sekitar 79 kendaraan yang memiliki rotator.,netral
1614,gais maaf aku kurang info event stranger things upside down yang di Jakarta masih ada ga ya? sampe tgl berapa? yang di terowongan MRT itu kita naik MRT dulu? yg jurusan kemana? terima kasih banyak-banyak,netral
1615,"Keren banget memang lewat mrt asean itu, Kek bukan jakarta",positif
1616,Yg naik KRL besok semangat ya gw team MRT aja suka ga dapet duduk sekarang padahal dari fatmawati apa kabar yg dari stasiun tengah yak,netral
1617,kenapa buka tas dan cek barang saat masuk mrt ini terasa agak useless ya,netral
1618,Wah mantap ini semua rute akan aktif lagi! Termasuk rute-rute feeder MRT nggak ya seperti yang lewatin Citos Antasari dan Cipete Raya?,positif
1619,Hai Kak. Kereta terakhir pada hari libur dari Stasiun MRT Lebak Bulus Grab menuju Stasiun MRT Bundaran HI pukul 22.12 WIB. Kami himbau Kakak tiba lebih awal 30 menit. Informasi jadwal keberangkatan kunjungi website MRT Jakarta. Terima kasih.,netral
1620,Hai Kak. Saat ini MRT Jakarta beroperasional mulai dari Stasiun MRT Lebak Bulus Grab sampai Stasiun MRT Bundaran HI saja. Untuk menuju alamat yang Kakak tanyakan. Kakak dapat naik MRT Jakarta dan turun di Stasiun MRT Dukuh Atas BNI.,netral
1621,Kakak dapat melanjutkan perjalanan dari Stasiun MRT Dukuh Atas BNI dengan menggunakan Commuter Line melalui Stasiun KAI Sudirman dan turun di Stasiun Tangerang ya. Terima kasih.,netral
1622,Cara naik MRT sama kayak KRL gak? Kalo gak punya e-money atau tapcash bayarnya pakai apa? Aku belum pernah soalnya. Thanks,netral
1623,Eh tapi berbicara tentang transport umum tuh aku merasa lebih boros kalau pakai transport umum daripada kendaraan pribadi : ) contoh misal mau ke kota kasablanka dari rumahku bintaro pernah coba naik gojek ke stasiun mrt lebak bulus 50 ribu naik mrt kurang lebih 10 ribu dari stasiun mrt ke kota kasablankanya 20 ribu.,negatif
1624,"sebenarnya bebas saja sih mereka mau berkumpul di mana ini kan negara demokrasi. Tapi sudah dari dulu gw suka bgt tempat ini kalau menuju stasiun kereta atau MRT terutama malam hari suasananya enak tenang, sekarang ramai kayak begini there goes another favorite spot",netral
1625,Mau ajak anak-anak naik kereta dan MRT jalan-jalan murah versi mama tapi masih tunggu ayahnya agak luang hmmm,netral
1626,"Mau naik krl mrt busway 3 tahun di jakarta tidak satu pun yang tercapai, sedih.",negatif
1627,"Setelah nonton broker kemarin tidak jadi meluangkan waktu untuk diri sendiri, sekarang waktu untuk diri sendiri bisa nonton dadakan everything everywhere all at once.. kebetulan jadwal ke kantor bersamaan MRT!",positif
1628,mau mrt date tapi sama siapa?,netral
1629,Janjii tidak ke blok m naik mrt dari sini lagiii???? sumpek bgt liatnya,negatif
1630,Ya Allah akhirnya naik mrt lagi setelah 2 tahun lebih aku tidak menginjakan kaki di mrt,positif
1631,Jika kalian merasa terganggu dengan suara gesekan antara rel dgn roda mrt coba pakai tws yang ada active noise cancellation,netral
1632,Pernah di wawancara Kompas TV sebagai pengguna MRT di akhir pekan reporternya tanya mau kemana aku jawab saja Blok M padahal mau ke Ennichisai.,netral
1633,Dishub DKI: Penumpang MRT-LRT-TransJakarta Dibantu Switch Over di Stasiun Manggarai,netral
1634,Boro-boro berharap LRT MRT KRL atau busway dulu saja ternyata disini masih ribut angkot vs BTS (bus by the service),negatif
1635,Menghafal stasiun-stasiun MRT,netral
1636,Dari halte seberang kuncir tidak terasa jalan terus ternyata sudah sampai mrt benhil,netral
1637,"MRT rasa bandung tour on bus, penuh wisatawan sama bocil",netral
1638,Stasiun BNI city memang nyaman banget suasananya. Kalau menginap non kedinasan pasti milih hotel di sekitar sana. Seberangnya ada taman mau ke Grand Indonesia tinggal naik MRT.,positif
1639,yang dari depok berangkat kerja ke kuningan naik apa deh? naik motor worth it tidak? atau lebih baik naik mrt?,netral
1640,Kalau naik mrt terus ada orang-orang pakai lanyard asean itu rasanya ingin sholawatan,netral
1641,Mengintip Dari Dekat Proses Pembangunan MRT Fase II,netral
1642,Ingin naik MRT setiap hari tapi jalur ke rumahku tidak mendukung,negatif
1643,Berharap banget kereta cepat jakarta bandung selesai tahun depan dan terintegrasi dengan MRT. Kalau murah aing bisa pulang pergi setiap hari dongg tidak perlu kos,positif
1644,Ini MRT apa tidak mau dibuat sampai minimal Bumi Serpong Damai?,netral
1645,Ih MRT kenapa lagi ramai sama bocil. Jadi tidak sabar mengajak azlan naik MRT,negatif
1646,Aku kepikiran mau minta tolong dimas untuk antar aku keliling kota pakai mrt kemudian makan-makan wkwkwk,positif
1647,Hari ini ada yoga class. Jadi bawa yoga mat ke kantor melalui transajakarta dan MRT. Sudah seperti ninja saja,netral
1648,MRT fase 2 sudah sampai kota hahaha semakin terasa macetnya,negatif
1649,Ada yg ikut MRT di eigerindo tidak ya?,netral
1650,iklan taeyong ada di mrt tidak?,netral
1651,Ya memang kalau MRT dan lain-lain belum jadi lebih baik di gbk,netral
1652,Pengalaman Mencoba Naik MRT Untuk Yang Kedua Kalinya,netral
1653,Diskusi Digebukin Reality bersama Sabtu 2 Juli 2022 // di bawah stasiun MRT Blok A - Jaksel Turut mengundang kalau mau saja sih ajak teman juga boleh. See youu...,netral
1654,Layanan Rute 5M : Kampung Melayu - Tanah Abang mengalami pengalihan rute dikarenakan adanya aktivitas pembangunan MRT disekitar Traffic Light Bank Indonesia. Sementara arah Tanah Abang tidak melewati bus stop Dana Reksa s/d Jembatan Serong.,netral
1655,ada yg perkantoran atau kosnya di sekitar mrt blok a dan kemana-mana suka sendirian? Jadi temenku yuk. Aku mulai bosan sendirian kemana-mana,positif
1656,Akhirnya MRT pasang mesin x-ray juga.,positif
1657,Viral di sosial media sebuah video yang menunjukkan penumpang dalam Mass Rapid Transit (MRT) menjadi sasaran sindiran netizen.,negatif
1658,kalau dari bekasi stasiun mrt terdekat itu dimana ya? terus caranya ke sana naik apa? sudah cari tahu di google masih bingung,netral
1659,Halo Gimana nih paginya? Hari ini mimin mau berbagi cerita sedikit tentang MRT Jakarta loh! Eh tapi mau absen dulu ada tidak yang ke kantornya pakai MRT?,netral
1660,told you Pamulang is the perfect area for Transit Oriented Development. bayangkan saja mrt lebak bulus terus ke sini menuju BSD.,positif
1661,mau tanya info dong kalau dari halte Bunsen dan mrt istora mandiri itu lebih dekat yang mana ya,netral
1662,"Weekend kemarin pacaran low budget duduk di sekitaran pintu masuk mrt. Gak berhenti aku berpikir, ini anak beli baju di mana",netral
1663,Mau nonton louis terus naik mrt ke senayan YA ALLAH AKU SEDIH BANGET MAU NONTON LOUISSSSSSS,negatif
1664,MRT Jakarta menyatakan pekerjaan pembangunan CP 201 (Stasiun Thamrin dan Monas) fase 2A MRT Jakarta sudah mencapai 40 25 persen per 25 Juni 2022.,netral
1665,Dishub DKI mengungkapkan peralihan sistem pelayanan atau Switch Over (SO-5) di Stasiun Manggarai mendongkrak jumlah penumpang tiga transportasi massal yakni MRT dan LRT Jakarta serta TransJakarta.,netral
1666,Ayolah pemeriksaan tas x-ray itu terlalu lama. Sore ini antrian di Istora panjang bgt tidak sesuai sama MRT yang harusnya rapid. Harusnya pakai handheld detector saja oleh petugas tas atau bawaan yg berbunyi lalu arahkan ke x-ray. Masih uji coba kan?,negatif
1667,Ya harus difasilitasi dong. Kadang yang searah saja tidak ada di depan gantry MRT saja tidak ada tempat sampah.,negatif
1668,Integrasi sama LRTnya susah karena terhalang jalan Jenderal Sudirman yang sudah ada. KRL sama MRT pun dihubungkan pakai terowongan pedestrian yang dulu bisa untuk kendaraan. Memang integrasinya jadi sulit kalau pembangunan sudah ada di sana sini.,negatif
1669,demi Allah rindu jalan-jalan sekitar Jakarta 10 hari kemana-mana naik transjakarta dan mrt. one of best moment in my life I won't forget,positif
1670,Jalan jalan sama namjoon benar-benar simpel jalan kaki juga sepertinya jadi aja gitu sama namjoon. Rela menunggu mrt juga santai aja gitu. Saat duduk sambil menatap jalanan YaAllah kenapa ganteng banget,positif
1671,Jepang diminta percepat proyek MRT fase 2,netral
1672,Di tempat paling populer se-Indonesia gue mampir sebentar setelah keluar MRT. Disini pertama kalinya gue menemukan tempat dimana semua gaya orang Jakarta sangat 'nyata' bukan tipe haute couture yg sering ditemukan di mall-mall besar di Jakarta. Dan gaya semua orang diterima,positif
1673,di MRT atau stasiun di Indonesia akan ada project birthday kayak gini ga,netral
1674,Lewat sini. Habis keluar MRT Dukuh Atas mau ke halte Tosari.,netral
1675,Ini bisa dipakai untuk naik KRL/MRT kan ya?,netral
1676,KRL DAN MRT DATE KESAMPAIAAAAANNNN,positif
1677,Sobat BRI. Untuk transaksi yang lebih praktis gunakan selalu kartu BRIZZI untuk kebutuhan transportasi harian. Kartu BRIZZI bisa digunakan untuk Naik TransJakarta MRT Commuterline atau LRT loh. Selamat mencoba sehat dan sukses selalu ya.,netral
1678,Wah memang anak kampung dilepas di jakarta tersesat sudah meninggalkan mobil di hotel mau pindah menginap rumah Kadek pakai google map berlagak mau naik public transport gue kira turun MRT lanjut busway ternyata jalur angkot,negatif
1679,Ratusan warga Kecamatan Tanah Abang menyerukan penolakan terhadap kegiatan yang menampilkan perilaku menyimpang LGBT di kawasan Stasiun MRT Dukuh Atas yang menjadi lokasi Citayam Fashion Week . Simak berita selengkapnya di,netral
1680,Karna kuhi ribut banget tiba-tiba hanna teriak eh ini mrt atau apa ya terus dilihat semua barista WKWKKWKWKWK anjir ngakak,positif
1681,kesal brutal ya? LAGU STASIUN MRT.,negatif
1682,Baru saja mengirim foto @ Stasiun MRT Lebak Bulus,netral
1683,Saya kira jalur MRT,netral
1684,Kalau mau ngobrol ke tetangga paling ujung naik MRT,netral
1685,hari nih diajak icad naik mrt xiixie,positif
1686,Hari ini kerja sendiri pakai mrt sepertinya lebih nyaman,positif
1687,Sudah lama tidak transit dan jalan kaki dari stasiun krl sudirman-stasiun MRT dukuh atas semakin baguus ditambah ada yg akustik dengan alat-alat yg sangat pantas,positif
1688,WOII FILMNYA MULAI 9 MENIT LAGI TAPI GUE MASIH DI MRT,negatif
1689,Berniat pagi-pagi mau lari ke GBK cek maps lumayan juga ternyata kalau jalan dari hotel ya sudah aku naik MRT aja Niat lari tapi tidak mau lelah,netral
1690,library date MRT date museum date ujung-ujungnya juga OYO date,netral
1691,ke senayan park sebaiknya pakai TJ atau MRT ya guys,netral
1692,Selamat tinggi tiang mrt,netral
1693,Main ke taman di dekat mrt tanjong pagar ternyata ada 3 ekor anjing kecil lari-lari (dan pipis sembarangan di tanda taman). Tahu kali ya si sapi gak suka anjing kecil hiperaktif mukanya kek sambil gak berani dekat-dekat,negatif
1694,wah jalanan sudirman daerah situ isinya pegawai kantoran mau balik kerja :( sultan mana yang balik kerja naik mrt atau krl,netral
1695,MRT bisa pakai kartu jak lingko kan?,netral
1696,Stasiun MRT Thamrin dan Monas Tersambung Progres 41 84 Persen,netral
1697,aduh bayangkan lu di mrt ketemu yang begini,negatif
1698,Orang-orang ramai menuju mrt mau pergi makan siang sedangkan aku baru datang tapi pulang ingin tetap menunggu wkwk dasar hana,negatif
1699,Kasus besar ini pak KPK kasus besar. Sesuai proposal dari pemerintah China proyek besar ini awalnya diperhitungkan membutuhkan biaya Rp 86 5 triliun dan haram menggunakan duit APBN. Kini biaya proyek menjadi Rp 114 24 triliun bengkak Rp 27 09 triliun.,negatif
1700,Memudahkan Penumpang KRL Stasiun BNI City akan Terintegrasi MRT dan TransJakarta,positif
1701,Info kos jaksel dekat mrt dong please,netral
1702,"admin, saya mau tanya jadwal MRT Bundaran HI ke Lebak Bulus hari ini yg malam sampai jam berapa? terima kasih",netral
1703,Stasiun BNI City Layani KRL Mulai Hari Ini 30 Juli 2022 Penumpukan di Sudirman Hilang? Berlokasi di Kawasan Integrasi Dukuh Atas Stasiun BNI City pun akan terintegrasi dengan Kereta Api Bandara MRT dan Trans Jakarta.,netral
1704,setiap bersama artis / influencer / musisi di mrt ini si x bukan sih? malamnya cek instagram dia ohh iya benar wkwk,netral
1705,mengayuh sepeda terasa capek. kalau jalan kaki naik turun tangga MRT kenapa gak terlalu terasa capek..,netral
1706,Gila komplek GBK sore ini macet banget. Hampir semua area yang bisa disewa untuk acara ada acara. Tepat tanggal muda pula. Lebih baik MRT turun di Istora atau TJ turun di Polda. Kalau naik kendaraan pribadi parkir di GBK Arena saja,netral
1707,dengerin circles sealbum sambil naik mrt ke arah lebak bulus malam-malam jadi bisa melihat bayangan diri sendiri terus lagi hujan tuh memang bikin inner thoughts muncul semua sih,netral
1708,Majunya suatu negara bergantung pembangunan infrastruktur dan sarana transportasinya. Erick Thohir jamin kelanjutan proyek LRT MRT dan Kereta Cepat Jakarta-bandung demi terwujud pemerataan ekonomi. Jawa Barat salah satu daerah yang punya potensi Ekonomi besar.,netral
1709,Gak bisa banget jadi warga singapore. Susah saya naik naik bus sama mrt. Sudah lah naik grab saja,negatif
1710,Waaah menarik 1 kilo dari MRT boleh nih dicoba,positif
1711,Menteri BUMN  berkomitmen terus mendorong penyelesaian proyek LRT (Lintas Raya Terpadu) MRT (Moda Raya Terpadu) dan Kereta Cepat KCIC. Itu dilakukan Erick Thohir sesuai arahan Presiden Jokowi guna menciptakan ekosistem transportasi yang menyatu.,netral
1712,Anies Baswedan mengajak sejumlah delegasi forum Urban 20 (U20) berkeliling kota Jakarta menggunakan bus listrik TransJakarta dan Moda Raya Terpadu (MRT),netral
1713,Saya baru menyadari mahalnya harga akses di jakarta setelah membandingkan kos saya yang di kebagusan sama kos yang di dekat MRT Cipete harga sama-sama 1 5jt tapi fasilitasnya kayak Ini yang di Cipete Raya kamar mandi dalam + AC + wifi ukuran 3x4m,netral
1714,Demi allah siapapun yang nama akun gojeknya Dita Blackpink kata gw secepatnya lu ganti ya itu driver lu teriak-teriak nama lu di pick up point MRT Lebak Bulus diketawain orang-orang,negatif
1715,Sejak 2019 di Jakarta gue merasakan public transport yang melesat banget jadi lebih baik. Busway pun bahan bakarnya sudah baragam ada bbm listrik dan gas. Sekarang warga Jakarta sedang diuji kesabarannya untuk macet akibat dari pembangunan jalur MRT dan LRT,positif
1716,Gubernur DKI Jakarta  mengajak para delegasi Urban 20 Mayors Summit tour city menggunakan transportasi umum di Jakarta Senin (29/08) Tour dimulai dari Hotel Fairmont Jakarta - menggunakan bus listrik ke halte CSW-Transit ke MRT menuju Dukuh Atas,netral
1717,pembangunan LRT MRT dan kereta cepat akan terus berjalan dituntaskan sampai beroperasi. Semua ini dilakukan agar Indonesia punya ekosistem transportasi yg menyeluruh yg bisa mendorong pertumbuhan ekonomi baru.,positif
1718,Terowongannya sudah dijadikan plaza. Area bawahnya lagi bikin konstruksi buat jalur MRT yang baru. Alhasil sekarang kalau kita keluar dari Stasiun Kota langsung bisa ngeliat bangunan Museum Mandiri yang cantik sekali ini,positif
